word,sessions,clients
ដរាប,102,85
ប្រឡង,102,84
ចម្លង,102,74
ព្រឹក្សា,102,80
ចេតនា,102,76
អាត្មា,102,92
លក់,102,82
គណនី,101,88
សិស្ស,101,84
ប្រាថ្នា,101,82
យថាហេតុ,101,91
វេវចនសព្ទ,101,84
ទីផ្សារ,101,75
ឧប្បត្តិហេតុ,101,73
ផ្ដាច់,101,83
ថ្លៃ,101,81
បញ្ចពណ៌,101,17
ប្រពន្ធ,101,80
ញាណ,101,60
សន្និដ្ឋាន,101,81
ភ្លឺស្វាង,101,65
ម៉ែត្រ,101,75
អង្ករ,100,75
ដីកា,100,72
រន្ធ,100,82
សន្និធិ,100,65
ភ្ជួរ,100,79
សាក,100,85
ប្រភព,100,84
លុប,100,65
រលឹក,100,74
អាជីវករ,100,72
ឥលូវ,100,73
កៀន,100,63
នាថ,100,48
អធិរាជ,99,81
ឆត្រ,99,72
សំស្ក្រឹត,99,78
អាជ្ញា,99,78
ឆន្ទានុសិទ្ធិ,99,53
ប្រផ្នូល,99,86
ពិស្ដារ,99,73
កន្លង,99,83
ភ្លែត,99,60
សិក្ខាកាម,99,81
បូជា,99,84
ផ្លាស់ប្ដូរ,99,85
គ្រឿងញៀន,99,65
នីតិ,99,84
កល់,99,43
លេង,99,80
តក្កវិជ្ជា,99,72
ឈ្ងុយ,99,67
សាច់,99,67
តាម,98,76
ប្រកាស,98,80
អន្តរ,98,80
ឧបាយ,98,79
សញ្ញាប័ត្រ,98,73
មូលធន,98,70
ឧស្ម័ន,98,77
ទិដ្ឋាការ,98,74
ប្រគល់,98,73
យ៉ាង,98,79
កាយវិការ,98,77
មាស,98,76
គួរសម,98,77
សត្យា,98,77
កំណប់,98,78
ចង្វាក់,98,89
ឋានន្តរសក្ដិ,98,61
ចីរកាល,98,82
សម្លាញ់,98,69
ម៉ូត,97,71
គ្រហស្ថ,97,75
អាទិត្យ,97,66
សន្ធោសន្ធៅ,97,77
ត្រូវ,97,79
សុន្ទរកថា,97,78
កាលប្បវត្តិ,97,68
តាសក់,97,70
ច្នៃប្រឌិត,97,69
វ័ធ,97,77
រន្ធត់,97,82
អ៊ូអរ,97,64
លំបាក,97,77
បរិញ្ញាបត្រ,97,80
ខ្លាច,97,69
ឆ្កួត,97,76
សត្រូវ,97,80
បញ្ជរ,97,55
ចំណារ,97,77
ទណ្ឌកម្ម,97,80
ជោរ,97,77
អន្លើ,97,53
មុនិ,96,68
លាមក,96,77
ចង្ក្រាន,96,75
សត្យ,96,63
អាទិ៍,96,68
សុពលភាព,96,77
ស្រស់,96,72
អង្កេត,96,81
វៀរ,96,76
ឧត្តុង្គឧត្តម,96,73
មហា,96,84
ត្បិត,96,73
អំណរ,95,81
ប្រពលវប្បកម្ម,95,69
ប្រកួត,95,63
ស្និទ្ធ,95,73
ម៉ាត់,95,46
វាង,95,77
សំណ,95,76
ឯកឧត្តម,95,65
អនុមោទនា,95,54
ប្រណិត,95,82
សន្តិ,95,85
អន្ធការ,95,70
ធ្លុង,95,68
ស្មោះត្រង់,95,78
សម្លៀកបំពាក់,95,69
គូទ,95,70
កថា,95,47
សុច,95,91
ជានិច្ច,95,63
រំលស់,95,73
អាណានិគម,95,75
ភរិយា,95,70
និពន្ធ,94,78
ខ្លោង,94,65
ស្រប,94,46
អារ,94,64
រញ៉េរញ៉ៃ,94,70
សោត,94,74
កិរិយា,94,81
ស្នេហ៍,94,69
ទស្សនទាន,94,73
ឋិតថេរ,94,68
គង់,94,78
កម្មសិទ្ធិ,94,76
សំងំ,94,70
ទោស,94,74
ចំណាន,94,47
សមាជ,94,70
គុណវិបត្តិ,94,75
ពន្យល់,94,76
បាត្រ,94,75
បញ្ឈប់,93,70
អាកាសធាតុ,93,80
គោលបំណង,93,72
ស្រេច,93,68
ព្រំ,93,75
សិប្បនិម្មិត,93,76
នរណា,93,73
ដុនដាប,92,18
និម្មិត,92,65
រាបសា,92,49
ទារុណកម្ម,92,68
ចម្លើយ,92,78
កាមេរ៉ា,92,70
អរូបី,92,75
ភ្លឺ,92,70
ភាន់,92,78
ជម្រះ,92,61
យើង,92,70
គារវកិច្ច,92,70
វិទ្យា,92,86
សាជីវកម្ម,92,54
យាន,92,79
នគរ,92,82
លម្អៀង,92,78
ស្ដេច,92,83
ចេះ,92,79
សង្កេត,92,73
និមន្ត,91,75
ចំណី,91,74
ឦសាន,91,66
លុយ,91,81
បរិយាកាស,91,71
ឋានានុក្រម,91,69
ក្រាស់,91,66
រទេះ,91,70
ក្រម,91,78
ប្រទះ,91,59
ដំណឹង,91,79
ស្ថាបនិក,91,62
យុទ្ធជន,91,73
ទូទៅ,91,77
កំព្រា,91,72
ថ្នាល,91,78
កម្សត់,91,72
ជំទាវ,91,63
វិសមិតភាព,91,38
សិលា,91,80
ច្រែះ,91,68
ជាង,90,76
រំឭក,90,77
ហ្មត់,90,69
គុន,90,73
ទូទាំង,90,63
ទម្ងន់,90,75
បង្ហាញ,90,81
ចំណុះ,90,69
ដ្បិត,90,55
សាប,90,72
បន្ទាប់,90,76
យល់,90,74
ជញ្ជូន,90,59
អន្តេវាសិកដ្ឋាន,90,71
នេះ,90,82
បំពង់,90,74
ភស្តុ,90,81
កៀរ,90,56
បាយឡុកបាយឡ,90,10
ពេចន៍,90,76
ទំនើប,90,81
រជ្ជកាល,90,74
ផ្សះផ្សា,90,76
ប្រាសាទ,90,74
វាត់,90,69
សិស្សានុសិស្ស,90,72
រុងរឿង,89,71
មានះ,89,68
កសិដ្ឋាន,89,75
ក្រួស,89,68
វេច,89,65
តម្កើង,89,78
ទាក់ទង,89,65
រាប,89,68
វិភាជន៍,89,55
ម៉ដ្ឋ,89,54
លិខិត,89,76
លះបង់,89,65
មនោរម្យ,89,69
សង្វាក់,89,75
សម្របសម្រួល,89,68
ដើម,89,80
រង្សី,89,60
លេស,89,66
អនាធិបតេយ្យ,89,67
បន្តឹង,88,60
សន្ធិសញ្ញា,88,55
ចូល,88,75
មូល,88,76
ជេរ,88,71
ម៉ាស់,88,42
សន្ទស្សន៍,88,65
ព្រៃ,88,72
សតិសម្បជញ្ញៈ,88,63
ខ្សត់,88,79
គេច,88,72
បវេសនកាល,88,57
ព្រលឹង,88,73
គ្រប,88,68
កាន់,88,61
សំណុំ,88,66
អត់,88,68
ផ្លែ,88,63
វិភាគ,88,60
សម្រួល,88,62
ចារឹក,88,73
ឃ្លាំ,88,79
ពិត,88,74
រោងចក្រ,87,72
កៀក,87,71
គ្រា,87,73
ជាដើម,87,72
អភិសេក,87,68
រឭក,87,62
ជាប់,87,74
សម្រស់,87,66
បរិមាណ,87,77
សព្ទ,87,71
ដូច,87,74
ជ័យជម្នះ,87,56
សម្បទាន,87,68
បោះពុម្ព,87,76
កល្យាណ,87,72
អ៊ីមែល,87,53
មុន,87,65
រដ្ឋធម្មនុញ្ញ,87,72
បារមី,86,64
បង្កើត,86,71
ឆន្ទ,86,71
អាចារ្យ,86,78
ខ្មាំង,86,69
សង្វាត,86,75
នោះ,86,66
ឆ្លាត,86,69
សញ្ជាតិ,86,70
ភិក្ខុ,86,66
សម្ងាត់,86,70
សុវត្ថិ,86,72
ចង្កា,86,52
មណី,86,24
តេជ,86,51
លាយលក្ខណ៍,86,66
មោះ,86,63
គេហដ្ឋាន,86,75
បវេណី,86,71
ឍាមរា,86,66
កម្រាស់,85,71
ប្រភេទ,85,68
សុក,85,72
អុស,85,69
ហូរ,85,69
ឧបមា,85,74
និមិត្ត,85,68
ផ្ដេសផ្ដាស,85,69
សិប្ប,85,66
រសាយ,85,76
រួសរាយ,85,77
មរកត,85,70
អាស៊ី,85,62
វៀច,85,67
ចិតសិប,85,32
ឆ្មា,85,61
សច្ចធម៌,85,45
តូរ្យតន្ត្រី,85,62
កន្ត្រាក់,85,57
ណែន,85,58
បញ្ចាំង,85,69
ក្រុមហ៊ុន,85,66
សោម,85,75
កម្មវិធី,85,75
មន្ទិល,85,73
ព្រួស,84,69
រតនា,84,62
អត្ថន័យ,84,63
អ្វី,84,70
យុទ្ធ,84,77
សិល្បករ,84,68
បញ្ជ្រាប,84,68
ទិព្វ,84,75
គេង,84,73
ចម្រៀង,84,64
ជូរ,84,66
អតិ,84,76
និយ័តកម្ម,84,68
សន្តតិកម្ម,84,63
តុលាការ,84,59
តាំង,84,64
ទិវាវសាន,84,9
លម្ហែ,84,65
អ័ព្ទ,84,52
ងាក,84,46
អសោច,84,68
សក្ការ,84,70
ករណី,84,71
មុខងារ,84,68
កូដ,83,60
ភ្នំ,83,70
សំណូមពរ,83,63
បព្វជិត,83,66
ដេក,83,71
ផលិតភាព,83,59
ចាន់,83,60
រឹទ្ធិ,83,68
សន្និបាត,83,67
បង្គ្រប់,83,65
សក្ខីកម្ម,83,64
កែវ,83,70
បម្រាម,83,64
អាន,83,67
ខ្ពស់,83,69
កម្មករ,83,72
ហូរហែ,83,63
និយាម,83,71
គប់,83,60
អន្តរការី,83,46
បណ្ណាល័យ,83,73
គន្លង,83,78
ផ្សេង,83,72
ចក្រ,83,62
ក្រមា,83,56
ន័យ,83,67
វេហា,83,65
សាសន៍,83,65
សុភាសិត,82,61
ស្ថាន,82,66
ប្រចណ្ឌ,82,62
ឥស្សរ,82,70
ស៊ូ,82,48
ព្រមាន,82,66
ត្រសក់,82,68
អកម្ម,82,23
ព្រំដែន,82,38
ចិញ្ចៀន,82,33
រាជរដ្ឋាភិបាល,82,65
ព្រហ្ម,82,72
ស្វ័យប្រវត្តិ,82,65
សមាមាត្រ,82,55
កងទ័ព,82,60
បន្ធូរ,82,62
អត្រា,82,68
ជម្រុះ,82,54
លក្ខន្តិក,82,68
សោះ,82,67
នង្គ័ល,82,66
ព្យាបាទ,82,67
ស៊ើប,82,33
សារព័ត៌មាន,81,45
កន្លែង,81,50
ស្នា,81,54
កុមារ,81,68
សាស្ត្រាចារ្យ,81,66
លទ្ធិ,81,76
អហង្ការ,81,50
នគរូបនីយកម្ម,81,72
ម្សៅ,81,62
រាក,81,70
មិត្តភាព,81,68
ឋិត,81,68
ពាក់,81,69
សុរិយា,81,56
គប្បី,81,70
ទម្រ,81,66
ក្លាយ,81,65
ទូរគមនាគមន៍,81,58
សណ្ដាប់ធ្នាប់,81,70
បិណ្ឌបាត,81,64
ចេញ,81,65
អន្តរកាល,81,55
ទំនេរ,81,66
ស្ន,81,76
តវ៉ា,81,57
កេតនភណ្ឌ,81,70
ជ្រាលជ្រៅ,80,61
ជណ្ដើរ,80,71
ឱសថ,80,63
ចង់,80,53
អាណិត,80,65
បដិសន្ធិ,80,63
មែន,80,59
សង់,80,74
ស្ញប់ស្ញែង,80,70
វាងវៃ,80,62
ប្រៀប,80,65
ស្មុគស្មាញ,80,65
ស្ម័គ្រចិត្ត,80,62
ថ្មើរ,80,58
ស្ដុក,80,64
ប៉ុន្តែ,80,54
តម្រូវការ,80,69
លម្ហ,80,58
ព្រលិត,80,65
សាល,80,50
បំពាន,80,52
សមិទ្ធកម្ម,80,60
សន្តិវិធី,80,72
មហិមា,80,65
ជួន,80,60
លប់,80,63
ខ្ចប់,80,57
ចំពោះ,80,64
ថ្លែង,80,55
អគុណ,79,59
សាមណេរ,79,76
ពិស,79,55
លិឍ,79,61
យសស័ក្ដិ,79,45
ដើម្បី,79,72
ប៉ុស្តិ៍,79,60
សេនា,79,70
ឯកច្ឆន្ទ,79,68
សមាធិ,79,62
បរិយាយ,79,64
សាហាវ,79,44
អង្គភាព,79,63
នីមួយ,79,71
កំណែ,79,68
សន្ធឹក,79,68
សេដ្ឋ,79,71
កាត,79,73
រៀបរាប់,78,49
បណ្ដុះបណ្ដាល,78,62
ដំណាល,78,54
កុលបុត្រ,78,65
ប្រលង,78,62
ក្លៀក,78,52
កញ្ញា,78,67
លក្ខណ៍,78,63
កុលធីតា,78,70
អគ្គ,78,66
ព្រហ្មទណ្ឌ,78,63
សច្ចៈ,78,67
កុះករ,78,69
រំលែក,78,60
ពន្ធនាគារ,78,61
កំណើត,78,61
ពង្សាវតារ,78,55
ម៉ែ,78,73
ដំណៀល,78,54
ធ្ងន់ធ្ងរ,78,60
សាទរ,78,72
សំដែង,78,67
ក្រោធ,78,68
រឹង,78,65
ពិបាក,78,64
វឌ្ឍនៈ,78,63
កំប៉ុង,78,42
អគ្គមហេសី,78,67
ថាមពល,78,59
ជុំ,78,65
ជំរំ,78,54
កុំព្យូទ័រ,78,66
សទិសសព្ទ,77,68
ស្វ័យភាព,77,59
លោះ,77,54
បច្ចុប្បន្នភាព,77,64
អុំ,77,70
ខាង,77,62
ឃោរឃៅ,77,61
ចិន្តា,77,53
ទ្រទ្រង់,77,59
នរៈ,77,65
វិទូ,77,55
ផ្លេកបន្ទោរ,77,25
គោល,77,66
ស័ង្កសី,77,59
សៀវភៅ,77,50
អាច,77,69
មោឃភាព,77,52
សម្បក,77,58
ព្រះមហាក្សត្រ,77,46
យុគ,77,71
រវាង,77,61
តាវកាលិក,77,53
ពិសេស,77,63
ឧបភោគ,77,52
លាប,77,66
ដណ្ដឹង,77,57
រីករាយ,77,62
ទស្សនវិជ្ជា,77,65
ទំនៀម,77,66
ប្រធានសក្ដិ,77,62
ត្អូញត្អែរ,77,60
ចន្លោះ,76,65
ទន្ទ្រាន,76,61
ព្រឹត្តិការ,76,53
ឧបាសក,76,65
ភក្ដី,76,62
ត្រិះរិះ,76,62
របៀប,76,64
ព្រលឹត,76,55
វិច,76,63
ពួក,76,69
វិច្ឆិកា,76,64
វិវឌ្ឍន៍,76,66
សាសន,76,71
រាងកាយ,76,64
ឧទរ,76,67
ប្រសា,76,44
ស្ងោរ,76,61
ចិញ្ចើម,76,47
រមទម,76,59
ប្រឡែង,76,25
លក្ស្មី,76,36
រ៉ាំរ៉ៃ,76,60
ឆ្ងាញ់,76,66
អសុរ,76,58
មច្ឆជាតិ,76,72
ម្ចាស់,76,69
បន្ទប់,76,63
គណៈកម្មាធិការ,76,63
អាសនៈ,76,57
ពស់,76,64
ចម្រូង,76,27
ទុន,76,62
ជង្គង់,76,45
សម្ងំ,76,51
ប្រល័យ,76,61
ឃើញ,76,62
ញត្តិ,75,58
ឰដ៏,75,51
វិប្បដិសារី,75,60
បាសក,75,74
ពេល,75,66
កំដរ,75,55
ភ័ក្ដ្រ,75,58
បឋម,75,71
ជឿជាក់,75,62
សម្បុក,75,51
កេសរ,75,57
សន្ទុះ,75,63
រោយ,75,40
សំណេរ,75,47
នីមួយៗ,75,59
ស៊ីម៉ងត៍,75,47
កាត់,75,65
កីឡា,75,58
លិទ្ធ,75,57
សក្ខី,75,62
ហៀរ,75,56
វត្តមាន,75,54
ឧបាសិកា,75,57
ស្ថាពរ,74,59
ពត់,74,51
អរិយ,74,67
ប្រមាណ,74,64
ស្មេរ,74,49
ផលិត,74,65
អាណាចក្រ,74,32
ចាស់,74,53
ជួយ,74,56
សំណាប,74,26
ពង្រីក,74,66
វល្លិ,74,60
សាំ,74,53
សារាចរ,74,51
សំណល់,74,56
សំបុត្រ,74,57
ភ័យ,74,55
ឯកទេស,74,36
បញ្ញត្ត,74,60
ពង្រាង,74,63
នាឡិកា,74,54
ខេត្ត,73,57
បញ្ឈរ,73,63
រាន,73,51
ពុះ,73,48
អំពាវនាវ,73,58
ភ័ព្វ,73,54
ជរា,73,58
បង្កប់,73,49
នាង,73,58
